Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3)
2012,3,2,6,30,1.319,202.451,8.224,276.438,102390.784,1.277
2012,3,2,6,35,1.278,201.121,8.117,276.477,102387.128,1.276
2012,3,2,6,40,1.241,200.567,8.023,276.508,102385.288,1.276
2012,3,2,6,45,1.213,200.204,7.95,276.551,102387.128,1.276
2012,3,2,6,50,1.224,199.957,7.98,276.593,102388.04,1.276
2012,3,2,6,55,1.259,199.88,8.072,276.633,102388.952,1.276
2012,3,2,7,0,1.303,200.231,8.185,276.676,102390.784,1.275
2012,3,2,7,5,1.333,200.775,8.264,276.697,102391.704,1.275
2012,3,2,7,10,1.355,201.061,8.322,276.712,102390.784,1.275
2012,3,2,7,15,1.406,201.088,8.453,276.721,102391.704,1.275
2012,3,2,7,20,1.428,201.336,8.511,276.746,102394.448,1.275
2012,3,2,7,25,1.435,202.0,8.529,276.761,102393.528,1.275
2012,3,2,7,30,1.457,202.247,8.587,276.779,102394.448,1.275
2012,3,2,7,35,1.466,201.176,8.612,276.856,102397.192,1.275
2012,3,2,7,40,1.432,199.682,8.523,276.917,102399.024,1.274
2012,3,2,7,45,1.45,200.643,8.569,276.966,102402.688,1.274
2012,3,2,7,50,1.506,202.412,8.716,277.036,102408.176,1.274
2012,3,2,7,55,1.55,202.753,8.832,277.069,102407.264,1.274
2012,3,2,8,0,1.571,202.275,8.89,277.121,102406.352,1.274
2012,3,2,8,5,1.552,200.912,8.838,277.219,102409.096,1.274
2012,3,2,8,10,1.515,199.44,8.74,277.262,102418.248,1.274
2012,3,2,8,15,1.513,199.067,8.734,277.234,102423.744,1.274
2012,3,2,8,20,1.681,200.605,9.295,277.249,102430.16,1.275
2012,3,2,8,25,1.612,200.105,9.039,277.246,102436.56,1.275
2012,3,2,8,30,1.526,199.528,8.767,277.271,102443.88,1.275
2012,3,2,8,35,1.528,200.138,8.774,277.368,102449.384,1.274
2012,3,2,8,40,1.527,200.215,8.771,277.426,102451.208,1.274
2012,3,2,8,45,1.453,200.044,8.578,277.487,102452.128,1.274
2012,3,2,8,50,1.279,200.533,8.127,277.61,102451.208,1.274
2012,3,2,8,55,1.191,201.297,7.898,277.674,102454.872,1.273
2012,3,2,9,0,1.081,201.368,7.617,277.722,102455.792,1.273
2012,3,2,9,5,1.095,201.302,7.654,277.841,102457.616,1.273
2012,3,2,9,10,1.202,202.055,7.928,277.912,102461.28,1.273
2012,3,2,9,15,1.215,202.368,7.962,277.976,102461.28,1.273
2012,3,2,9,20,1.198,202.044,7.919,278.107,102463.12,1.272
2012,3,2,9,25,1.208,203.027,7.947,278.192,102460.368,1.272
2012,3,2,9,30,1.188,203.939,7.895,278.275,102457.616,1.271
2012,3,2,9,35,1.192,203.643,7.907,278.43,102458.536,1.271
2012,3,2,9,40,1.199,203.406,7.925,278.553,102457.616,1.27
2012,3,2,9,45,1.252,203.39,8.066,278.681,102456.704,1.27
2012,3,2,9,50,1.334,203.214,8.279,278.839,102453.96,1.269
2012,3,2,9,55,1.373,203.291,8.383,278.94,102451.208,1.269
2012,3,2,10,0,1.395,203.857,8.441,279.032,102448.472,1.269
2012,3,2,10,5,1.476,204.324,8.652,279.16,102445.72,1.268
2012,3,2,10,10,1.549,204.522,8.844,279.227,102441.144,1.268
2012,3,2,10,15,1.559,204.5,8.868,279.279,102438.392,1.268
2012,3,2,10,20,1.574,204.681,8.914,279.383,102436.56,1.267
2012,3,2,10,25,1.629,205.021,9.122,279.462,102434.736,1.267
2012,3,2,10,30,1.672,205.016,9.28,279.529,102431.984,1.267
2012,3,2,10,35,1.669,204.752,9.271,279.627,102427.408,1.266
2012,3,2,10,40,1.648,204.126,9.192,279.721,102423.744,1.266
2012,3,2,10,45,1.663,203.297,9.25,279.819,102422.832,1.265
2012,3,2,10,50,1.707,202.687,9.415,279.917,102421.0,1.265
2012,3,2,10,55,1.729,202.242,9.497,279.972,102416.424,1.265
2012,3,2,11,0,1.734,201.769,9.518,280.03,102413.672,1.264
2012,3,2,11,5,1.731,201.945,9.506,280.106,102412.76,1.264
2012,3,2,11,10,1.751,202.368,9.582,280.167,102409.096,1.264
2012,3,2,11,15,1.767,202.094,9.643,280.219,102402.688,1.264
2012,3,2,11,20,1.766,201.819,9.64,280.28,102399.936,1.263
2012,3,2,11,25,1.768,201.813,9.646,280.341,102396.272,1.263
2012,3,2,11,30,1.785,201.748,9.711,280.405,102394.448,1.263
2012,3,2,11,35,1.807,201.764,9.793,280.454,102390.784,1.263
2012,3,2,11,40,1.83,202.022,9.878,280.5,102386.2,1.262
2012,3,2,11,45,1.844,202.132,9.973,280.548,102384.376,1.262
2012,3,2,11,50,1.855,202.05,10.058,280.588,102383.464,1.262
2012,3,2,11,55,1.862,202.094,10.113,280.631,102383.464,1.262
2012,3,2,12,0,1.865,202.171,10.144,280.661,102378.88,1.262
2012,3,2,12,5,1.865,202.193,10.141,280.683,102378.88,1.261
2012,3,2,12,10,1.867,202.143,10.156,280.722,102374.304,1.261
2012,3,2,12,15,1.87,202.099,10.184,280.765,102370.64,1.261
2012,3,2,12,20,1.879,202.083,10.254,280.802,102367.896,1.261
2012,3,2,12,25,1.886,202.055,10.309,280.841,102367.896,1.261
2012,3,2,12,30,1.883,202.116,10.287,280.881,102368.816,1.26
2012,3,2,12,35,1.881,202.209,10.269,280.906,102368.816,1.26
2012,3,2,12,40,1.876,202.039,10.232,280.945,102364.232,1.26
2012,3,2,12,45,1.88,201.907,10.263,280.991,102359.656,1.26
2012,3,2,12,50,1.885,201.792,10.306,281.031,102359.656,1.26
2012,3,2,12,55,1.891,201.715,10.354,281.067,102355.992,1.259
2012,3,2,13,0,1.891,201.913,10.358,281.095,102355.08,1.259
2012,3,2,13,5,1.889,202.116,10.336,281.098,102354.168,1.259
2012,3,2,13,10,1.89,202.39,10.348,281.11,102350.496,1.259
2012,3,2,13,15,1.894,202.802,10.382,281.119,102352.328,1.259
2012,3,2,13,20,1.901,203.236,10.437,281.11,102353.248,1.259
2012,3,2,13,25,1.911,203.643,10.519,281.116,102349.584,1.259
2012,3,2,13,30,1.917,203.906,10.565,281.122,102346.832,1.259
2012,3,2,13,35,1.918,203.868,10.574,281.086,102342.256,1.259
2012,3,2,13,40,1.919,203.593,10.583,281.083,102340.432,1.259
2012,3,2,13,45,1.916,203.247,10.559,281.076,102340.432,1.259
2012,3,2,13,50,1.912,202.995,10.525,281.028,102339.512,1.259
2012,3,2,13,55,1.91,202.973,10.504,281.012,102336.768,1.259
2012,3,2,14,0,1.91,203.242,10.504,281.0,102334.016,1.259
2012,3,2,14,5,1.909,203.418,10.498,280.982,102329.448,1.259
2012,3,2,14,10,1.905,203.115,10.471,280.957,102320.288,1.259
2012,3,2,14,15,1.899,202.643,10.419,280.939,102315.712,1.259
2012,3,2,14,20,1.884,202.544,10.303,280.893,102310.216,1.259
2012,3,2,14,25,1.874,202.5,10.22,280.878,102307.472,1.259
2012,3,2,14,30,1.866,202.341,10.156,280.866,102303.808,1.259
2012,3,2,14,35,1.857,202.253,10.083,280.777,102299.224,1.259
2012,3,2,14,40,1.86,202.704,10.104,280.774,102297.4,1.259
2012,3,2,14,45,1.865,203.484,10.144,280.78,102295.568,1.259
2012,3,2,14,50,1.871,204.17,10.199,280.799,102291.904,1.259
2012,3,2,14,55,1.875,204.483,10.229,280.808,102290.072,1.259
2012,3,2,15,0,1.863,204.33,10.135,280.814,102290.072,1.259
2012,3,2,15,5,1.844,203.863,9.979,280.759,102288.24,1.259
2012,3,2,15,10,1.824,203.451,9.869,280.777,102286.416,1.258
2012,3,2,15,15,1.801,203.269,9.784,280.796,102285.496,1.258
2012,3,2,15,20,1.786,203.088,9.726,280.808,102284.576,1.258
2012,3,2,15,25,1.772,203.039,9.674,280.811,102283.664,1.258
2012,3,2,15,30,1.747,202.835,9.582,280.811,102281.832,1.258
2012,3,2,15,35,1.701,202.352,9.412,280.78,102280.0,1.258
2012,3,2,15,40,1.697,202.407,9.396,280.79,102279.088,1.258
2012,3,2,15,45,1.707,202.879,9.433,280.805,102277.256,1.258
2012,3,2,15,50,1.683,202.912,9.344,280.783,102279.088,1.258
2012,3,2,15,55,1.659,202.934,9.256,280.777,102276.336,1.258
2012,3,2,16,0,1.659,202.907,9.253,280.771,102272.68,1.258
2012,3,2,16,5,1.646,202.522,9.204,280.732,102271.768,1.258
2012,3,2,16,10,1.631,202.605,9.149,280.725,102270.84,1.258
2012,3,2,16,15,1.646,203.055,9.207,280.725,102271.76,1.258
2012,3,2,16,20,1.648,203.544,9.213,280.683,102269.928,1.258
2012,3,2,16,25,1.629,203.703,9.143,280.671,102269.928,1.257
2012,3,2,16,30,1.614,203.879,9.088,280.668,102268.104,1.257
2012,3,2,16,35,1.667,203.786,9.283,280.634,102268.104,1.257
2012,3,2,16,40,1.653,203.39,9.235,280.631,102265.352,1.257
2012,3,2,16,45,1.604,202.989,9.048,280.616,102262.608,1.257
2012,3,2,16,50,1.56,202.451,8.896,280.582,102261.688,1.258
2012,3,2,16,55,1.488,201.528,8.707,280.555,102262.608,1.258
2012,3,2,17,0,1.43,200.666,8.557,280.524,102259.856,1.258
2012,3,2,17,5,1.317,198.985,8.261,280.494,102257.112,1.258
2012,3,2,17,10,1.268,198.21,8.133,280.466,102254.368,1.258
2012,3,2,17,15,1.301,198.095,8.218,280.448,102254.368,1.258
2012,3,2,17,20,1.306,197.869,8.23,280.436,102254.368,1.258
2012,3,2,17,25,1.354,197.551,8.356,280.417,102251.616,1.258
2012,3,2,17,30,1.412,198.034,8.508,280.399,102248.872,1.258
2012,3,2,17,35,1.464,198.924,8.645,280.384,102245.208,1.258
2012,3,2,17,40,1.468,199.896,8.655,280.368,102244.296,1.258
2012,3,2,17,45,1.573,201.275,8.932,280.387,102243.384,1.258
2012,3,2,17,50,1.662,202.11,9.265,280.417,102241.544,1.257
2012,3,2,17,55,1.743,202.599,9.57,280.442,102238.808,1.257
2012,3,2,18,0,1.804,202.637,9.796,280.451,102233.312,1.257
2012,3,2,18,5,1.824,202.374,9.869,280.454,102230.56,1.257
2012,3,2,18,10,1.815,201.989,9.839,280.436,102225.984,1.257
2012,3,2,18,15,1.803,201.638,9.793,280.417,102222.32,1.257
2012,3,2,18,20,1.793,201.456,9.756,280.39,102218.656,1.257
2012,3,2,18,25,1.784,201.336,9.723,280.368,102215.0,1.257
2012,3,2,18,30,1.777,201.253,9.695,280.344,102213.168,1.257
2012,3,2,18,35,1.77,201.253,9.668,280.32,102213.168,1.258
2012,3,2,18,40,1.786,201.599,9.729,280.292,102211.336,1.258
2012,3,2,18,45,1.822,202.253,9.863,280.268,102210.424,1.258
2012,3,2,18,50,1.846,202.791,10.0,280.219,102205.84,1.258
2012,3,2,18,55,1.868,203.357,10.174,280.188,102204.928,1.258
2012,3,2,19,0,1.892,204.011,10.37,280.161,102204.008,1.258
2012,3,2,19,5,1.915,204.648,10.553,280.13,102203.096,1.258
2012,3,2,19,10,1.934,205.159,10.702,280.112,102204.928,1.258
2012,3,2,19,15,1.952,205.598,10.843,280.088,102203.096,1.258
2012,3,2,19,20,1.961,205.906,10.956,280.069,102200.352,1.258
2012,3,2,19,25,1.965,206.087,11.041,280.054,102198.512,1.258
2012,3,2,19,30,1.967,206.153,11.096,280.039,102196.688,1.258
2012,3,2,19,35,1.967,206.005,11.099,280.027,102197.6,1.258
2012,3,2,19,40,1.966,205.714,11.066,280.008,102194.856,1.259
2012,3,2,19,45,1.964,205.505,11.035,279.99,102193.936,1.259
2012,3,2,19,50,1.963,205.362,11.008,279.969,102191.192,1.259
2012,3,2,19,55,1.961,205.115,10.962,279.947,102190.28,1.259
2012,3,2,20,0,1.959,204.884,10.913,279.92,102186.616,1.259
2012,3,2,20,5,1.951,204.632,10.84,279.895,102187.528,1.259
2012,3,2,20,10,1.943,204.308,10.77,279.865,102188.448,1.259
2012,3,2,20,15,1.935,204.115,10.708,279.837,102190.28,1.259
2012,3,2,20,20,1.924,203.901,10.617,279.801,102193.024,1.259
2012,3,2,20,25,1.911,203.571,10.516,279.773,102195.776,1.259
2012,3,2,20,30,1.901,203.341,10.437,279.746,102193.936,1.26
2012,3,2,20,35,1.888,203.0,10.327,279.694,102195.776,1.26
2012,3,2,20,40,1.875,202.539,10.223,279.663,102196.688,1.26
2012,3,2,20,45,1.865,202.149,10.147,279.636,102197.6,1.26
2012,3,2,20,50,1.855,201.632,10.062,279.544,102197.6,1.26
2012,3,2,20,55,1.847,201.347,9.997,279.508,102197.6,1.26
2012,3,2,21,0,1.841,201.083,9.955,279.48,102196.688,1.26
2012,3,2,21,5,1.836,200.715,9.915,279.404,102195.776,1.26
2012,3,2,21,10,1.832,200.572,9.894,279.38,102194.856,1.26
2012,3,2,21,15,1.827,200.402,9.872,279.361,102194.856,1.26
2012,3,2,21,20,1.826,200.253,9.869,279.334,102194.856,1.26
2012,3,2,21,25,1.829,200.226,9.881,279.313,102193.024,1.26
2012,3,2,21,30,1.834,200.22,9.9,279.294,102193.024,1.26
2012,3,2,21,35,1.836,200.209,9.912,279.267,102191.192,1.26
2012,3,2,21,40,1.838,200.209,9.927,279.248,102189.36,1.26
2012,3,2,21,45,1.841,200.187,9.949,279.233,102187.528,1.26
2012,3,2,21,50,1.845,200.253,9.985,279.215,102186.616,1.26
2012,3,2,21,55,1.852,200.446,10.043,279.197,102182.04,1.26
2012,3,2,22,0,1.858,200.643,10.089,279.187,102180.2,1.26
2012,3,2,22,5,1.866,200.956,10.15,279.193,102180.2,1.26
2012,3,2,22,10,1.877,201.313,10.242,279.193,102178.376,1.26
2012,3,2,22,15,1.89,201.649,10.342,279.197,102176.544,1.26
2012,3,2,22,20,1.9,201.912,10.425,279.23,102175.632,1.26
2012,3,2,22,25,1.912,202.137,10.522,279.236,102175.632,1.26
2012,3,2,22,30,1.922,202.297,10.602,279.239,102173.8,1.26
2012,3,2,22,35,1.933,202.511,10.693,279.251,102172.88,1.26
2012,3,2,22,40,1.945,202.698,10.785,279.251,102172.88,1.26
2012,3,2,22,45,1.954,202.95,10.858,279.255,102173.8,1.26
2012,3,2,22,50,1.96,203.22,10.937,279.248,102173.8,1.26
2012,3,2,22,55,1.963,203.56,11.011,279.248,102171.056,1.26
2012,3,2,23,0,1.966,203.901,11.066,279.251,102170.136,1.26
2012,3,2,23,5,1.968,204.247,11.111,279.239,102169.216,1.26
2012,3,2,23,10,1.968,204.533,11.124,279.236,102169.216,1.26
2012,3,2,23,15,1.968,204.708,11.117,279.236,102168.304,1.26
2012,3,2,23,20,1.967,204.785,11.09,279.23,102169.216,1.26
2012,3,2,23,25,1.966,204.774,11.066,279.227,102170.136,1.26
2012,3,2,23,30,1.964,204.725,11.02,279.221,102171.056,1.259
2012,3,2,23,35,1.961,204.642,10.959,279.218,102170.136,1.259
2012,3,2,23,40,1.958,204.544,10.889,279.212,102171.968,1.259
2012,3,2,23,45,1.952,204.478,10.843,279.203,102173.8,1.259
2012,3,2,23,50,1.945,204.373,10.785,279.203,102172.88,1.259
2012,3,2,23,55,1.938,204.175,10.73,279.187,102172.88,1.259
2012,3,3,0,0,1.931,204.033,10.675,279.172,102172.88,1.259
2012,3,3,0,5,1.926,203.89,10.632,279.157,102174.712,1.259
2012,3,3,0,10,1.921,203.813,10.599,279.136,102177.464,1.259
2012,3,3,0,15,1.917,203.857,10.565,279.111,102175.624,1.259
2012,3,3,0,20,1.914,203.934,10.538,279.09,102171.968,1.259
2012,3,3,0,25,1.908,203.994,10.492,279.062,102171.048,1.259
2012,3,3,0,30,1.904,204.17,10.458,279.035,102169.216,1.259
2012,3,3,0,35,1.899,204.395,10.422,279.007,102167.392,1.259
2012,3,3,0,40,1.898,204.615,10.412,278.977,102165.552,1.259
2012,3,3,0,45,1.899,204.911,10.422,278.949,102161.896,1.259
2012,3,3,0,50,1.899,205.131,10.422,278.925,102160.976,1.259
2012,3,3,0,55,1.898,205.257,10.412,278.904,102160.064,1.259
2012,3,3,1,0,1.895,205.395,10.391,278.882,102158.232,1.259
2012,3,3,1,5,1.895,205.439,10.391,278.852,102158.232,1.259
2012,3,3,1,10,1.895,205.384,10.391,278.833,102157.32,1.259
2012,3,3,1,15,1.897,205.384,10.406,278.818,102155.488,1.259
2012,3,3,1,20,1.903,205.312,10.452,278.788,102151.824,1.259
2012,3,3,1,25,1.906,205.12,10.48,278.781,102149.08,1.258
2012,3,3,1,30,1.91,204.917,10.51,278.775,102149.08,1.258
2012,3,3,1,35,1.917,204.758,10.562,278.769,102147.248,1.258
2012,3,3,1,40,1.925,204.719,10.632,278.775,102144.496,1.258
2012,3,3,1,45,1.937,204.856,10.724,278.788,102142.672,1.258
2012,3,3,1,50,1.951,204.999,10.837,278.803,102139.92,1.258
2012,3,3,1,55,1.961,205.329,10.968,278.836,102137.168,1.258
2012,3,3,2,0,1.968,205.812,11.133,278.882,102132.6,1.258
2012,3,3,2,5,1.975,206.257,11.307,278.94,102129.848,1.257
2012,3,3,2,10,1.982,206.548,11.465,279.007,102120.696,1.257
2012,3,3,2,15,1.988,206.68,11.618,279.077,102114.288,1.257
2012,3,3,2,20,1.994,206.669,11.767,279.145,102111.536,1.257
2012,3,3,2,25,2.0,206.812,11.947,279.206,102108.8,1.257
2012,3,3,2,30,2.0,207.246,12.109,279.254,102102.384,1.257
2012,3,3,2,35,2.0,207.653,12.222,279.316,102100.552,1.257
2012,3,3,2,40,2.0,207.806,12.359,279.364,102099.64,1.256
2012,3,3,2,45,2.0,208.004,12.521,279.413,102098.728,1.256
2012,3,3,2,50,2.0,208.46,12.704,279.474,102095.976,1.256
2012,3,3,2,55,2.0,208.976,12.872,279.532,102095.976,1.256
2012,3,3,3,0,2.0,209.487,13.003,279.581,102094.152,1.256
2012,3,3,3,5,2.0,209.625,13.174,279.633,102092.312,1.256
2012,3,3,3,10,2.0,209.504,13.318,279.67,102092.312,1.256
2012,3,3,3,15,2.0,209.537,13.385,279.694,102091.4,1.256
2012,3,3,3,20,2.0,209.581,13.406,279.728,102094.152,1.256
2012,3,3,3,25,2.0,209.405,13.446,279.743,102095.064,1.256
2012,3,3,3,30,2.0,209.224,13.455,279.755,102095.976,1.256
2012,3,3,3,35,2.0,209.251,13.449,279.773,102096.888,1.255
2012,3,3,3,40,2.0,209.279,13.467,279.795,102098.72,1.255
2012,3,3,3,45,2.0,209.13,13.483,279.807,102099.64,1.255
2012,3,3,3,50,2.0,209.114,13.458,279.816,102099.64,1.255
2012,3,3,3,55,2.0,209.185,13.391,279.831,102100.552,1.255
2012,3,3,4,0,2.0,208.982,13.336,279.85,102102.384,1.255
2012,3,3,4,5,2.0,208.696,13.306,279.847,102106.96,1.255
2012,3,3,4,10,2.0,208.641,13.235,279.85,102107.872,1.255
2012,3,3,4,15,2.0,208.493,13.177,279.865,102108.8,1.255
2012,3,3,4,20,2.0,207.927,13.135,279.871,102107.872,1.255
2012,3,3,4,25,2.0,207.444,13.089,279.859,102110.624,1.255
2012,3,3,4,30,2.0,207.147,13.083,279.847,102109.712,1.255
2012,3,3,4,35,2.0,206.807,13.107,279.844,102109.712,1.255
2012,3,3,4,40,2.0,206.252,13.116,279.853,102109.712,1.255
2012,3,3,4,45,2.0,205.922,13.153,279.853,102109.712,1.255
2012,3,3,4,50,2.0,205.697,13.193,279.844,102113.376,1.255
2012,3,3,4,55,2.0,205.439,13.171,279.834,102113.376,1.255
2012,3,3,5,0,2.0,205.334,13.122,279.825,102112.456,1.255
2012,3,3,5,5,2.0,205.499,13.116,279.825,102116.12,1.255
2012,3,3,5,10,2.0,205.691,13.061,279.837,102116.12,1.255
2012,3,3,5,15,2.0,205.796,12.982,279.85,102113.376,1.255
2012,3,3,5,20,2.0,205.873,12.942,279.874,102113.376,1.255
2012,3,3,5,25,2.0,206.01,12.97,279.883,102112.464,1.255
2012,3,3,5,30,2.0,205.867,12.985,279.892,102110.624,1.255
2012,3,3,5,35,2.0,205.499,12.967,279.926,102113.376,1.255
2012,3,3,5,40,2.0,205.543,12.982,279.938,102114.288,1.255
2012,3,3,5,45,2.0,205.768,13.061,279.944,102111.536,1.255
2012,3,3,5,50,2.0,205.587,13.128,279.963,102111.536,1.255
2012,3,3,5,55,2.0,205.582,13.177,279.966,102111.536,1.255
2012,3,3,6,0,2.0,206.246,13.238,279.972,102106.96,1.255
2012,3,3,6,5,2.0,206.768,13.379,280.011,102101.472,1.255
2012,3,3,6,10,2.0,206.933,13.556,280.051,102102.392,1.255
2012,3,3,6,15,2.0,207.109,13.714,280.069,102099.64,1.255
2012,3,3,6,20,2.0,207.449,13.843,280.094,102095.064,1.254
2012,3,3,6,25,2.0,207.587,13.952,280.115,102093.232,1.254
2012,3,3,6,30,2.0,207.543,14.029,280.13,102094.152,1.254
2012,3,3,6,35,2.0,207.658,14.133,280.14,102093.232,1.254
2012,3,3,6,40,2.0,207.839,14.245,280.161,102094.152,1.254
2012,3,3,6,45,2.0,207.801,14.343,280.179,102095.976,1.254
2012,3,3,6,50,2.0,207.757,14.41,280.188,102095.976,1.254
2012,3,3,6,55,2.0,207.669,14.423,280.188,102092.312,1.254
2012,3,3,7,0,2.0,207.455,14.438,280.191,102092.312,1.254
2012,3,3,7,5,2.0,207.757,14.545,280.222,102094.152,1.254
2012,3,3,7,10,2.0,208.263,14.682,280.249,102093.224,1.254
2012,3,3,7,15,2.0,208.334,14.706,280.28,102094.152,1.254
2012,3,3,7,20,2.0,208.427,14.639,280.359,102095.976,1.254
2012,3,3,7,25,2.0,208.784,14.636,280.396,102098.72,1.254
2012,3,3,7,30,2.0,209.323,14.722,280.429,102101.472,1.254
2012,3,3,7,35,2.0,209.949,14.886,280.53,102100.552,1.253
2012,3,3,7,40,2.0,210.18,14.981,280.576,102101.472,1.253
2012,3,3,7,45,2.0,209.988,15.042,280.603,102104.216,1.253
2012,3,3,7,50,2.0,210.235,15.146,280.701,102105.136,1.253
2012,3,3,7,55,2.0,210.789,15.222,280.759,102108.792,1.253
