Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3)
2012,11,1,10,0,0.657,171.265,6.528,285.499,100474.528,1.214
2012,11,1,10,5,0.556,170.787,6.195,285.45,100479.112,1.215
2012,11,1,10,10,0.558,171.985,6.204,285.441,100480.936,1.215
2012,11,1,10,15,0.578,173.413,6.268,285.435,100483.688,1.215
2012,11,1,10,20,0.506,174.77,6.03,285.398,100489.176,1.215
2012,11,1,10,25,0.519,176.116,6.073,285.389,100495.584,1.215
2012,11,1,10,30,0.543,177.775,6.152,285.392,100502.912,1.215
2012,11,1,10,35,0.546,179.308,6.164,285.45,100505.656,1.215
2012,11,1,10,40,0.495,180.676,5.99,285.471,100507.496,1.215
2012,11,1,10,45,0.452,181.818,5.801,285.505,100513.896,1.215
2012,11,1,10,50,0.434,183.9,5.725,285.557,100517.56,1.215
2012,11,1,10,55,0.418,186.35,5.655,285.599,100516.64,1.214
2012,11,1,11,0,0.399,188.635,5.575,285.642,100517.56,1.214
2012,11,1,11,5,0.389,190.602,5.533,285.737,100523.056,1.214
2012,11,1,11,10,0.385,191.629,5.514,285.807,100526.72,1.214
2012,11,1,11,15,0.379,193.118,5.487,285.886,100529.464,1.213
2012,11,1,11,20,0.375,195.496,5.472,286.143,100532.208,1.213
2012,11,1,11,25,0.481,199.423,5.932,286.362,100539.528,1.212
2012,11,1,11,30,0.634,202.846,6.46,286.573,100538.616,1.211
2012,11,1,11,35,0.779,205.537,6.936,286.96,100538.616,1.211
2012,11,1,11,40,0.819,207.433,7.058,287.003,100541.368,1.211
2012,11,1,11,45,0.798,208.878,7.0,287.037,100540.448,1.211
2012,11,1,11,50,0.78,209.861,6.939,287.125,100543.192,1.21
2012,11,1,11,55,0.759,210.394,6.872,287.202,100545.944,1.21
2012,11,1,12,0,0.725,210.438,6.759,287.275,100546.856,1.21
2012,11,1,12,5,0.71,210.422,6.711,287.348,100548.688,1.21
2012,11,1,12,10,0.712,210.383,6.72,287.421,100549.6,1.209
2012,11,1,12,15,0.711,210.185,6.717,287.494,100553.264,1.209
2012,11,1,12,20,0.704,210.427,6.692,287.559,100556.016,1.209
2012,11,1,12,25,0.678,210.916,6.607,287.623,100558.76,1.209
2012,11,1,12,30,0.655,210.894,6.534,287.675,100559.672,1.208
2012,11,1,12,35,0.65,210.438,6.515,287.733,100565.168,1.208
2012,11,1,12,40,0.64,210.356,6.485,287.787,100567.912,1.208
2012,11,1,12,45,0.627,211.103,6.442,287.842,100570.664,1.208
2012,11,1,12,50,0.619,212.306,6.414,287.888,100574.328,1.208
2012,11,1,12,55,0.616,213.564,6.405,287.94,100577.072,1.208
2012,11,1,13,0,0.619,214.234,6.418,287.989,100576.16,1.207
2012,11,1,13,5,0.63,214.569,6.451,288.035,100577.984,1.207
2012,11,1,13,10,0.637,214.673,6.476,288.09,100583.48,1.207
2012,11,1,13,15,0.641,214.635,6.491,288.138,100590.808,1.207
2012,11,1,13,20,0.643,214.723,6.497,288.169,100597.208,1.207
2012,11,1,13,25,0.641,215.025,6.491,288.196,100599.96,1.207
2012,11,1,13,30,0.623,215.421,6.43,288.215,100606.368,1.207
2012,11,1,13,35,0.597,216.014,6.344,288.209,100610.032,1.207
2012,11,1,13,40,0.557,216.591,6.213,288.212,100611.856,1.207
2012,11,1,13,45,0.515,217.255,6.076,288.215,100617.36,1.207
2012,11,1,13,50,0.487,217.854,5.966,288.196,100623.768,1.207
2012,11,1,13,55,0.458,218.129,5.841,288.193,100628.344,1.207
2012,11,1,14,0,0.434,218.233,5.737,288.196,100632.008,1.207
2012,11,1,14,5,0.407,218.195,5.621,288.181,100632.008,1.207
2012,11,1,14,10,0.387,217.695,5.533,288.196,100635.664,1.207
2012,11,1,14,15,0.375,216.799,5.481,288.218,100637.504,1.207
2012,11,1,14,20,0.361,215.519,5.42,288.215,100638.416,1.207
2012,11,1,14,25,0.348,213.915,5.365,288.242,100638.416,1.207
2012,11,1,14,30,0.339,212.394,5.325,288.273,100638.416,1.207
2012,11,1,14,35,0.336,211.235,5.313,288.279,100643.904,1.207
2012,11,1,14,40,0.331,210.186,5.288,288.309,100651.232,1.206
2012,11,1,14,45,0.321,209.51,5.249,288.34,100655.816,1.206
2012,11,1,14,50,0.324,209.12,5.261,288.331,100660.392,1.206
2012,11,1,14,55,0.335,208.928,5.307,288.346,100661.304,1.206
2012,11,1,15,0,0.34,209.126,5.328,288.358,100663.136,1.206
2012,11,1,15,5,0.338,209.609,5.322,288.328,100667.712,1.206
2012,11,1,15,10,0.336,210.219,5.313,288.328,100671.376,1.206
2012,11,1,15,15,0.338,211.092,5.319,288.331,100675.04,1.206
2012,11,1,15,20,0.333,211.806,5.301,288.282,100681.448,1.206
2012,11,1,15,25,0.324,212.345,5.258,288.273,100688.768,1.207
2012,11,1,15,30,0.315,212.57,5.221,288.264,100695.176,1.207
2012,11,1,15,35,0.3,212.521,5.157,288.114,100702.496,1.207
2012,11,1,15,40,0.282,212.015,5.078,288.09,100706.168,1.207
2012,11,1,15,45,0.259,210.966,4.959,288.071,100711.656,1.207
2012,11,1,15,50,0.217,209.125,4.702,288.041,100716.232,1.207
2012,11,1,15,55,0.186,207.032,4.51,288.029,100718.072,1.207
2012,11,1,16,0,0.181,206.049,4.48,288.016,100721.728,1.207
2012,11,1,16,5,0.179,206.373,4.471,287.986,100725.392,1.207
2012,11,1,16,10,0.176,206.84,4.449,287.958,100729.968,1.207
2012,11,1,16,15,0.181,206.873,4.483,287.922,100737.288,1.208
2012,11,1,16,20,0.209,205.923,4.654,287.876,100743.704,1.208
2012,11,1,16,25,0.222,205.676,4.73,287.842,100744.616,1.208
2012,11,1,16,30,0.24,205.835,4.84,287.815,100750.112,1.208
2012,11,1,16,35,0.254,206.005,4.928,287.787,100753.776,1.208
2012,11,1,16,40,0.26,206.626,4.965,287.754,100759.264,1.208
2012,11,1,16,45,0.278,207.038,5.056,287.705,100762.016,1.208
2012,11,1,16,50,0.308,208.158,5.188,287.656,100771.168,1.209
2012,11,1,16,55,0.372,209.097,5.465,287.61,100777.576,1.209
2012,11,1,17,0,0.558,208.977,6.213,287.577,100780.328,1.209
2012,11,1,17,5,0.975,209.564,7.47,287.537,100793.144,1.21
2012,11,1,17,10,0.949,215.386,7.4,287.321,100801.384,1.211
2012,11,1,17,15,0.824,220.643,7.071,287.131,100805.96,1.211
2012,11,1,17,20,0.887,219.842,7.235,287.04,100809.624,1.212
2012,11,1,17,25,0.784,218.584,6.952,286.973,100815.12,1.212
2012,11,1,17,30,0.682,219.479,6.616,286.96,100817.856,1.212
2012,11,1,17,35,0.667,221.336,6.567,286.942,100819.696,1.212
2012,11,1,17,40,0.679,221.325,6.607,286.96,100820.608,1.212
2012,11,1,17,45,0.648,219.98,6.503,286.976,100822.44,1.212
2012,11,1,17,50,0.619,219.04,6.409,286.967,100826.104,1.212
2012,11,1,17,55,0.64,218.205,6.476,286.936,100831.592,1.212
2012,11,1,18,0,0.684,216.788,6.622,286.896,100838.0,1.213
2012,11,1,18,5,0.742,215.256,6.811,286.844,100841.664,1.213
2012,11,1,18,10,0.797,214.542,6.991,286.777,100847.16,1.213
2012,11,1,18,15,0.837,214.448,7.101,286.704,100850.824,1.213
2012,11,1,18,20,0.851,214.048,7.138,286.448,100850.824,1.214
2012,11,1,18,25,0.807,213.432,7.022,286.375,100853.568,1.214
2012,11,1,18,30,0.794,213.026,6.979,286.323,100863.64,1.214
2012,11,1,18,35,0.818,212.932,7.049,286.46,100870.048,1.214
2012,11,1,18,40,0.8,212.191,6.998,286.414,100873.712,1.215
2012,11,1,18,45,0.769,211.592,6.897,286.356,100879.2,1.215
2012,11,1,18,50,0.752,212.52,6.839,286.243,100881.952,1.215
2012,11,1,18,55,0.806,214.602,7.016,286.204,100888.36,1.215
2012,11,1,19,0,0.877,216.486,7.202,286.167,100891.112,1.215
2012,11,1,19,5,0.893,216.294,7.245,285.984,100894.768,1.216
2012,11,1,19,10,0.861,215.229,7.159,285.911,100896.6,1.216
2012,11,1,19,15,0.818,213.191,7.046,285.847,100899.344,1.216
2012,11,1,19,20,0.778,210.884,6.921,285.779,100906.672,1.217
2012,11,1,19,25,0.746,209.082,6.818,285.715,100913.08,1.217
2012,11,1,19,30,0.735,207.719,6.781,285.648,100917.656,1.217
2012,11,1,19,35,0.751,206.61,6.833,285.587,100923.152,1.217
2012,11,1,19,40,0.761,205.28,6.866,285.529,100930.48,1.217
2012,11,1,19,45,0.779,204.275,6.924,285.48,100941.464,1.218
2012,11,1,19,50,0.845,204.527,7.113,285.431,100944.208,1.218
2012,11,1,19,55,0.948,205.829,7.382,285.395,100948.792,1.218
2012,11,1,20,0,1.025,207.422,7.583,285.37,100957.024,1.218
2012,11,1,20,5,1.065,208.339,7.687,285.346,100968.016,1.218
2012,11,1,20,10,1.056,207.543,7.663,285.312,100971.672,1.218
2012,11,1,20,15,0.998,205.505,7.513,285.276,100976.248,1.218
2012,11,1,20,20,0.941,202.287,7.364,285.233,100983.576,1.219
2012,11,1,20,25,0.898,199.161,7.251,285.197,100989.072,1.219
2012,11,1,20,30,0.876,198.106,7.193,285.16,100996.4,1.219
2012,11,1,20,35,0.864,198.556,7.162,285.123,101003.72,1.219
2012,11,1,20,40,0.895,198.694,7.242,285.09,101009.208,1.219
2012,11,1,20,45,0.974,199.133,7.446,285.056,101015.624,1.219
2012,11,1,20,50,1.032,201.314,7.599,285.013,101015.624,1.219
2012,11,1,20,55,1.054,203.604,7.657,284.968,101019.28,1.22
2012,11,1,21,0,1.067,203.632,7.69,284.925,101024.776,1.22
2012,11,1,21,5,1.038,202.467,7.614,284.885,101027.52,1.22
2012,11,1,21,10,1.017,200.918,7.559,284.849,101033.016,1.22
2012,11,1,21,15,1.043,199.485,7.626,284.824,101036.68,1.22
2012,11,1,21,20,1.042,199.385,7.623,284.791,101035.768,1.22
2012,11,1,21,25,1.04,200.544,7.617,284.748,101040.344,1.22
2012,11,1,21,30,1.023,201.956,7.574,284.702,101042.168,1.22
2012,11,1,21,35,1.007,203.198,7.532,284.644,101044.92,1.221
2012,11,1,21,40,1.023,204.329,7.571,284.598,101050.416,1.221
2012,11,1,21,45,1.052,205.027,7.648,284.559,101053.16,1.221
2012,11,1,21,50,1.071,205.516,7.696,284.507,101057.736,1.221
2012,11,1,21,55,1.058,205.758,7.663,284.464,101062.312,1.221
2012,11,1,22,0,1.011,204.857,7.541,284.418,101059.568,1.221
2012,11,1,22,5,0.949,203.335,7.379,284.363,101062.312,1.221
2012,11,1,22,10,0.876,202.05,7.187,284.315,101063.232,1.221
2012,11,1,22,15,0.798,200.831,6.979,284.263,101065.976,1.222
2012,11,1,22,20,0.746,199.133,6.808,284.214,101068.728,1.222
2012,11,1,22,25,0.712,197.304,6.695,284.18,101073.304,1.222
2012,11,1,22,30,0.683,195.964,6.601,284.153,101078.8,1.222
2012,11,1,22,35,0.657,194.645,6.512,284.128,101081.536,1.223
2012,11,1,22,40,0.635,192.931,6.442,284.11,101084.288,1.223
2012,11,1,22,45,0.613,192.316,6.369,284.095,101088.864,1.223
2012,11,1,22,50,0.61,193.579,6.36,284.083,101091.608,1.224
2012,11,1,22,55,0.653,195.903,6.5,284.067,101097.112,1.224
2012,11,1,23,0,0.694,198.496,6.634,284.055,101102.6,1.224
2012,11,1,23,5,0.702,200.71,6.659,284.031,101102.6,1.224
2012,11,1,23,10,0.694,201.171,6.634,284.003,101106.256,1.224
2012,11,1,23,15,0.663,200.111,6.531,283.982,101109.92,1.224
2012,11,1,23,20,0.627,199.183,6.412,283.954,101111.76,1.224
2012,11,1,23,25,0.586,198.244,6.277,283.927,101114.496,1.224
2012,11,1,23,30,0.548,196.535,6.152,283.899,101113.584,1.224
2012,11,1,23,35,0.505,193.679,6.012,283.875,101114.496,1.224
2012,11,1,23,40,0.479,189.087,5.905,283.848,101118.168,1.225
2012,11,1,23,45,0.501,184.406,6.0,283.82,101121.832,1.225
2012,11,1,23,50,0.517,181.973,6.051,283.796,101121.832,1.225
2012,11,1,23,55,0.52,181.159,6.061,283.771,101119.08,1.225
2012,11,2,0,0,0.548,181.406,6.152,283.75,101117.248,1.225
2012,11,2,0,5,0.549,182.829,6.158,283.729,101114.496,1.224
2012,11,2,0,10,0.502,184.032,6.003,283.704,101114.496,1.224
2012,11,2,0,15,0.466,184.455,5.847,283.664,101111.76,1.224
2012,11,2,0,20,0.456,183.417,5.804,283.622,101113.584,1.224
2012,11,2,0,25,0.45,180.621,5.78,283.576,101115.416,1.224
2012,11,2,0,30,0.437,178.852,5.722,283.53,101115.416,1.224
2012,11,2,0,35,0.432,179.022,5.703,283.484,101117.248,1.224
2012,11,2,0,40,0.425,179.198,5.67,283.451,101118.168,1.224
2012,11,2,0,45,0.408,177.704,5.597,283.426,101119.992,1.224
2012,11,2,0,50,0.4,175.21,5.563,283.411,101119.08,1.224
2012,11,2,0,55,0.414,173.733,5.624,283.387,101120.912,1.224
2012,11,2,1,0,0.452,172.958,5.789,283.372,101122.744,1.224
2012,11,2,1,5,0.455,173.188,5.801,283.393,101120.912,1.224
2012,11,2,1,10,0.452,174.122,5.789,283.396,101121.832,1.224
2012,11,2,1,15,0.466,175.55,5.85,283.39,101119.992,1.224
2012,11,2,1,20,0.493,177.896,5.963,283.365,101120.912,1.225
2012,11,2,1,25,0.493,180.797,5.966,283.335,101120.912,1.225
2012,11,2,1,30,0.489,183.472,5.948,283.301,101124.568,1.224
2012,11,2,1,35,0.486,184.417,5.935,283.298,101126.408,1.224
2012,11,2,1,40,0.48,184.609,5.908,283.274,101125.496,1.224
2012,11,2,1,45,0.487,184.115,5.938,283.259,101128.232,1.223
2012,11,2,1,50,0.483,182.417,5.923,283.237,101130.072,1.223
2012,11,2,1,55,0.488,179.951,5.948,283.24,101128.232,1.222
2012,11,2,2,0,0.522,177.666,6.073,283.259,101130.064,1.222
2012,11,2,2,5,0.552,176.21,6.173,283.277,101127.32,1.221
2012,11,2,2,10,0.58,175.38,6.265,283.31,101122.744,1.22
2012,11,2,2,15,0.638,174.666,6.457,283.35,101119.08,1.22
2012,11,2,2,20,0.713,174.545,6.701,283.414,101121.832,1.22
2012,11,2,2,25,0.738,174.792,6.784,283.466,101123.656,1.22
2012,11,2,2,30,0.704,175.534,6.674,283.506,101119.992,1.22
2012,11,2,2,35,0.634,176.836,6.445,283.536,101117.248,1.219
2012,11,2,2,40,0.56,178.324,6.201,283.558,101118.168,1.219
2012,11,2,2,45,0.479,179.456,5.914,283.582,101118.168,1.219
2012,11,2,2,50,0.4,180.308,5.569,283.61,101117.248,1.219
2012,11,2,2,55,0.334,180.357,5.285,283.619,101117.248,1.219
2012,11,2,3,0,0.285,179.094,5.072,283.625,101115.416,1.219
2012,11,2,3,5,0.275,177.182,5.029,283.674,101113.584,1.219
2012,11,2,3,10,0.296,175.298,5.121,283.695,101116.336,1.219
2012,11,2,3,15,0.293,173.688,5.108,283.698,101118.168,1.219
2012,11,2,3,20,0.26,172.403,4.947,283.735,101114.496,1.219
2012,11,2,3,25,0.245,171.271,4.855,283.741,101114.496,1.219
2012,11,2,3,30,0.258,169.255,4.937,283.79,101114.496,1.219
2012,11,2,3,35,0.288,167.992,5.087,283.851,101115.416,1.219
2012,11,2,3,40,0.287,167.734,5.081,283.823,101115.416,1.219
2012,11,2,3,45,0.29,166.97,5.096,283.799,101115.416,1.219
2012,11,2,3,50,0.316,166.448,5.209,283.817,101116.336,1.219
2012,11,2,3,55,0.323,165.459,5.239,283.799,101116.336,1.219
2012,11,2,4,0,0.35,165.739,5.355,283.784,101118.168,1.219
2012,11,2,4,5,0.349,166.981,5.352,283.735,101120.912,1.219
2012,11,2,4,10,0.321,168.101,5.23,283.674,101119.992,1.219
2012,11,2,4,15,0.304,169.282,5.154,283.619,101123.656,1.219
2012,11,2,4,20,0.297,170.254,5.124,283.579,101124.568,1.22
2012,11,2,4,25,0.284,171.864,5.066,283.539,101127.32,1.22
2012,11,2,4,30,0.264,174.067,4.971,283.512,101130.984,1.22
2012,11,2,4,35,0.252,176.033,4.898,283.518,101132.816,1.221
2012,11,2,4,40,0.244,177.863,4.849,283.536,101136.48,1.221
2012,11,2,4,45,0.224,178.116,4.724,283.57,101139.216,1.222
2012,11,2,4,50,0.205,176.561,4.608,283.597,101136.48,1.222
2012,11,2,4,55,0.201,175.073,4.583,283.664,101136.48,1.222
2012,11,2,5,0,0.196,174.825,4.556,283.71,101135.56,1.222
2012,11,2,5,5,0.185,174.419,4.486,283.747,101133.728,1.222
2012,11,2,5,10,0.183,173.512,4.474,283.771,101133.728,1.222
2012,11,2,5,15,0.19,173.216,4.516,283.784,101135.56,1.222
2012,11,2,5,20,0.199,172.935,4.571,283.823,101138.304,1.222
2012,11,2,5,25,0.206,172.485,4.614,283.82,101141.056,1.222
2012,11,2,5,30,0.205,172.781,4.608,283.802,101140.144,1.222
2012,11,2,5,35,0.206,174.248,4.614,283.771,101140.144,1.222
2012,11,2,5,40,0.2,175.89,4.58,283.756,101139.216,1.221
2012,11,2,5,45,0.202,177.763,4.589,283.753,101137.392,1.221
2012,11,2,5,50,0.195,179.922,4.547,283.643,101130.984,1.221
2012,11,2,5,55,0.188,183.301,4.507,283.594,101132.816,1.221
2012,11,2,6,0,0.177,185.976,4.437,283.542,101135.56,1.221
2012,11,2,6,5,0.162,186.443,4.348,283.582,101135.56,1.221
2012,11,2,6,10,0.163,185.257,4.351,283.61,101138.304,1.221
2012,11,2,6,15,0.156,182.434,4.309,283.625,101141.968,1.221
2012,11,2,6,20,0.131,178.029,4.159,283.671,101141.968,1.221
2012,11,2,6,25,0.105,173.75,4.001,283.57,101140.144,1.22
2012,11,2,6,30,0.091,170.108,3.851,283.469,101138.304,1.22
2012,11,2,6,35,0.073,165.593,3.665,283.39,101134.648,1.219
2012,11,2,6,40,0.063,161.682,3.558,283.332,101132.816,1.218
2012,11,2,6,45,0.068,159.803,3.61,283.271,101133.728,1.218
2012,11,2,6,50,0.092,158.957,3.869,283.149,101131.896,1.218
2012,11,2,6,55,0.143,158.72,4.238,283.118,101132.816,1.218
2012,11,2,7,0,0.208,158.819,4.635,283.112,101134.648,1.218
2012,11,2,7,5,0.256,158.648,4.928,283.106,101134.648,1.218
2012,11,2,7,10,0.293,158.005,5.108,283.106,101130.072,1.217
2012,11,2,7,15,0.317,157.489,5.215,283.103,101126.408,1.217
2012,11,2,7,20,0.328,157.763,5.264,283.103,101124.576,1.217
2012,11,2,7,25,0.331,158.878,5.276,283.075,101122.744,1.217
2012,11,2,7,30,0.327,161.317,5.258,283.033,101123.656,1.217
2012,11,2,7,35,0.314,162.85,5.2,283.033,101125.496,1.217
2012,11,2,7,40,0.291,162.767,5.102,282.996,101123.656,1.217
2012,11,2,7,45,0.269,162.509,5.005,282.963,101120.912,1.217
2012,11,2,7,50,0.252,161.998,4.901,282.999,101120.912,1.217
2012,11,2,7,55,0.23,161.317,4.767,282.978,101121.832,1.218
