时间,,测风塔70m风速,测风塔70m风向,温度,气压,湿度,实际发电功率
2017-10-5 13:00:00,26645,5.10 ,230.3 ,7.56,827.0 ,100 ,36.9 
2017-10-5 13:15:00,26646,5.00 ,216.1 ,7.55,826.8 ,100 ,38.4 
2017-10-5 13:30:00,26647,4.60 ,225.7 ,7.55,825.9 ,100 ,36.4 
2017-10-5 13:45:00,26648,4.50 ,225.6 ,7.60,826.9 ,100 ,35.9 
2017-10-5 14:00:00,26649,4.50 ,233.8 ,7.65,827.0 ,100 ,39.1 
2017-10-5 14:15:00,26650,4.20 ,230.9 ,7.72,827.0 ,100 ,42.0 
2017-10-5 14:30:00,26651,4.40 ,227.7 ,7.76,827.0 ,100 ,57.5 
2017-10-5 14:45:00,26652,4.40 ,229.3 ,7.77,825.9 ,100 ,62.1 
2017-10-5 15:00:00,26653,4.30 ,232.6 ,7.89,827.0 ,100 ,42.9 
2017-10-5 15:15:00,26654,4.40 ,225.9 ,7.98,827.3 ,100 ,40.7 
2017-10-5 15:30:00,26655,4.50 ,224.1 ,8.04,827.1 ,100 ,46.7 
2017-10-5 15:45:00,26656,4.20 ,226.9 ,8.08,827.0 ,100 ,65.1 
2017-10-5 16:00:00,26657,4.60 ,233.9 ,8.17,827.9 ,100 ,54.6 
2017-10-5 16:15:00,26658,4.80 ,228.5 ,8.25,827.8 ,100 ,61.0 
2017-10-5 16:30:00,26659,4.90 ,222.9 ,8.32,828.0 ,100 ,63.8 
2017-10-5 16:45:00,26660,5.10 ,222.9 ,8.35,828.0 ,100 ,55.7 
2017-10-5 17:00:00,26661,5.20 ,222.7 ,8.37,828.0 ,100 ,50.9 
2017-10-5 17:15:00,26662,5.00 ,220.4 ,8.39,828.7 ,100 ,38.7 
2017-10-5 17:30:00,26663,5.00 ,212.5 ,8.43,828.0 ,100 ,31.4 
2017-10-5 17:45:00,26664,5.60 ,211.5 ,8.51,828.0 ,100 ,30.8 
2017-10-5 18:00:00,26665,5.70 ,166.1 ,8.57,828.0 ,100 ,24.0 
2017-10-5 18:15:00,26666,5.60 ,158.6 ,8.61,828.9 ,100 ,24.4 
2017-10-5 18:30:00,26667,5.40 ,149.2 ,8.70,829.0 ,100 ,25.7 
2017-10-5 18:45:00,26668,5.80 ,160.9 ,8.73,828.8 ,100 ,25.8 
2017-10-5 19:00:00,26669,6.40 ,148.7 ,8.72,828.1 ,100 ,24.8 
2017-10-5 19:15:00,26670,6.30 ,145.5 ,8.76,828.4 ,100 ,17.9 
2017-10-5 19:30:00,26671,5.80 ,137.6 ,8.77,829.0 ,100 ,16.0 
2017-10-5 19:45:00,26672,6.20 ,134.1 ,8.76,828.5 ,100 ,20.2 
2017-10-5 20:00:00,26673,6.60 ,139.8 ,8.74,828.0 ,100 ,19.5 
2017-10-5 20:15:00,26674,6.90 ,120.5 ,8.70,828.0 ,100 ,28.4 
2017-10-5 20:30:00,26675,6.90 ,111.3 ,8.65,828.0 ,100 ,41.1 
2017-10-5 20:45:00,26676,6.60 ,127.2 ,8.62,828.0 ,100 ,29.2 
2017-10-5 21:00:00,26677,6.30 ,113.3 ,8.65,828.0 ,100 ,9.8 
2017-10-5 21:15:00,26678,6.70 ,143.6 ,8.65,828.0 ,100 ,12.0 
2017-10-5 21:30:00,26679,6.60 ,156.7 ,8.60,828.0 ,100 ,16.3 
2017-10-5 21:45:00,26680,6.50 ,156.0 ,8.62,827.7 ,100 ,8.0 
2017-10-5 22:00:00,26681,6.20 ,151.2 ,8.58,827.0 ,100 ,4.4 
2017-10-5 22:15:00,26682,6.10 ,163.9 ,8.53,827.0 ,100 ,6.1 
2017-10-5 22:30:00,26683,6.00 ,150.8 ,8.50,827.1 ,100 ,12.7 
2017-10-5 22:45:00,26684,6.60 ,149.8 ,8.53,828.0 ,100 ,15.1 
2017-10-5 23:00:00,26685,6.80 ,154.5 ,8.48,827.8 ,100 ,14.6 
2017-10-5 23:15:00,26686,6.80 ,175.8 ,8.47,828.0 ,100 ,17.6 
2017-10-5 23:30:00,26687,7.50 ,146.3 ,8.47,827.1 ,100 ,21.1 
2017-10-5 23:45:00,26688,7.60 ,156.8 ,8.46,827.3 ,100 ,29.7 
2017-10-6 0:00:00,26689,7.70 ,181.3 ,8.43,827.0 ,100 ,27.5 
2017-10-6 0:15:00,26690,7.90 ,177.2 ,8.48,827.1 ,100 ,14.7 
2017-10-6 0:30:00,26691,8.20 ,178.1 ,8.54,827.3 ,100 ,12.2 
2017-10-6 0:45:00,26692,8.10 ,169.0 ,8.51,827.0 ,100 ,22.5 
2017-10-6 1:00:00,26693,7.60 ,174.4 ,8.48,827.4 ,100 ,19.7 
2017-10-6 1:15:00,26694,7.80 ,174.7 ,8.46,827.7 ,100 ,9.1 
2017-10-6 1:30:00,26695,7.50 ,173.9 ,8.50,828.0 ,100 ,7.0 
2017-10-6 1:45:00,26696,7.00 ,170.4 ,8.50,828.0 ,100 ,6.3 
2017-10-6 2:00:00,26697,7.70 ,195.0 ,8.52,828.2 ,100 ,3.7 
2017-10-6 2:15:00,26698,7.80 ,208.1 ,8.71,829.0 ,100 ,5.4 
2017-10-6 2:30:00,26699,7.90 ,198.0 ,8.77,829.0 ,100 ,4.0 
2017-10-6 2:45:00,26700,8.10 ,151.5 ,8.74,829.0 ,100 ,1.9 
2017-10-6 3:00:00,26701,8.40 ,173.2 ,8.94,829.0 ,100 ,0.3 
2017-10-6 3:15:00,26702,8.50 ,142.9 ,9.26,829.0 ,100 ,0.1 
2017-10-6 3:30:00,26703,8.70 ,167.0 ,9.57,829.0 ,100 ,0.1 
2017-10-6 3:45:00,26704,8.70 ,154.0 ,9.81,829.0 ,100 ,0.0 
2017-10-6 4:00:00,26705,8.50 ,113.6 ,9.86,829.0 ,100 ,0.0 
2017-10-6 4:15:00,26706,8.80 ,114.5 ,9.93,829.0 ,100 ,0.0 
2017-10-6 4:30:00,26707,8.50 ,140.4 ,10.15,829.0 ,100 ,0.2 
2017-10-6 4:45:00,26708,8.50 ,105.0 ,10.54,829.0 ,100 ,1.2 
2017-10-6 5:00:00,26709,8.50 ,118.6 ,10.88,829.0 ,100 ,0.8 
2017-10-6 5:15:00,26710,8.00 ,150.4 ,11.13,829.0 ,100 ,0.4 
2017-10-6 5:30:00,26711,7.60 ,166.4 ,11.32,829.0 ,97 ,0.5 
2017-10-6 5:45:00,26712,7.20 ,179.3 ,11.82,829.0 ,94 ,0.4 
2017-10-6 6:00:00,26713,7.50 ,127.3 ,12.39,829.0 ,91 ,0.9 
2017-10-6 6:15:00,26714,7.50 ,165.5 ,12.83,829.0 ,90 ,2.8 
2017-10-6 6:30:00,26715,8.00 ,174.2 ,12.53,829.0 ,91 ,4.2 
2017-10-6 6:45:00,26716,8.30 ,229.4 ,12.69,829.0 ,91 ,5.5 
2017-10-6 7:00:00,26717,8.60 ,255.8 ,12.30,828.9 ,93 ,6.2 
2017-10-6 7:15:00,26718,8.70 ,209.0 ,12.29,828.0 ,92 ,6.3 
2017-10-6 7:30:00,26719,8.80 ,144.7 ,12.89,828.0 ,90 ,3.5 
2017-10-6 7:45:00,26720,8.70 ,140.4 ,13.41,828.0 ,87 ,1.2 
2017-10-6 8:00:00,26721,9.10 ,159.1 ,13.78,828.0 ,85 ,0.1 
2017-10-6 8:15:00,26722,9.20 ,136.8 ,14.06,828.0 ,84 ,0.6 
2017-10-6 8:30:00,26723,8.90 ,109.4 ,14.11,827.3 ,83 ,2.3 
2017-10-6 8:45:00,26724,8.70 ,111.4 ,13.79,827.0 ,85 ,5.0 
2017-10-6 9:00:00,26725,8.90 ,140.7 ,13.51,827.0 ,87 ,4.3 
2017-10-6 9:15:00,26726,9.30 ,120.1 ,13.59,827.0 ,86 ,3.1 
2017-10-6 9:30:00,26727,9.20 ,142.6 ,14.04,827.0 ,84 ,4.6 
2017-10-6 9:45:00,26728,8.60 ,149.5 ,14.62,827.1 ,82 ,5.2 
2017-10-6 10:00:00,26729,8.80 ,169.1 ,15.00,827.1 ,80 ,6.9 
2017-10-6 10:15:00,26730,8.60 ,168.0 ,14.69,827.9 ,81 ,7.3 
2017-10-6 10:30:00,26731,9.10 ,157.3 ,14.72,828.0 ,81 ,5.6 
2017-10-6 10:45:00,26732,8.70 ,165.4 ,14.89,828.0 ,80 ,4.5 
2017-10-6 11:00:00,26733,8.90 ,157.7 ,14.88,828.0 ,81 ,2.9 
2017-10-6 11:15:00,26734,9.50 ,171.5 ,14.80,828.0 ,80 ,0.9 
2017-10-6 11:30:00,26735,10.20 ,165.4 ,14.43,828.0 ,82 ,0.8 
2017-10-6 11:45:00,26736,10.80 ,178.9 ,14.12,828.0 ,83 ,1.0 
2017-10-6 12:00:00,26737,10.70 ,186.0 ,13.76,828.0 ,85 ,1.2 
2017-10-6 12:15:00,26738,10.80 ,188.7 ,13.35,828.0 ,86 ,1.5 
2017-10-6 12:30:00,26739,10.50 ,211.1 ,13.10,828.0 ,87 ,1.5 
2017-10-6 12:45:00,26740,10.20 ,193.5 ,12.88,828.0 ,88 ,2.3 
2017-10-6 13:00:00,26741,10.00 ,186.9 ,12.55,828.8 ,90 ,3.2 
2017-10-6 13:15:00,26742,9.60 ,186.9 ,12.32,828.6 ,91 ,3.8 
2017-10-6 13:30:00,26743,9.00 ,178.4 ,11.93,828.0 ,93 ,4.0 
2017-10-6 13:45:00,26744,9.60 ,183.0 ,11.79,828.1 ,94 ,3.0 
2017-10-6 14:00:00,26745,9.90 ,133.7 ,11.87,828.3 ,95 ,1.3 
2017-10-6 14:15:00,26746,9.70 ,158.2 ,11.78,829.0 ,95 ,2.1 
2017-10-6 14:30:00,26747,10.20 ,130.6 ,11.50,829.0 ,96 ,3.3 
2017-10-6 14:45:00,26748,10.50 ,136.5 ,11.31,829.0 ,96 ,3.2 
2017-10-6 15:00:00,26749,10.70 ,142.9 ,11.18,829.3 ,97 ,6.9 
2017-10-6 15:15:00,26750,10.10 ,118.8 ,10.82,830.0 ,98 ,11.4 
2017-10-6 15:30:00,26751,10.30 ,124.7 ,10.66,830.0 ,99 ,12.4 
2017-10-6 15:45:00,26752,10.10 ,134.1 ,10.36,830.0 ,100 ,13.5 
2017-10-6 16:00:00,26753,10.70 ,148.3 ,10.16,830.1 ,100 ,14.5 
2017-10-6 16:15:00,26754,10.60 ,177.4 ,10.08,830.5 ,100 ,13.3 
2017-10-6 16:30:00,26755,10.50 ,166.5 ,9.92,830.9 ,100 ,9.7 
2017-10-6 16:45:00,26756,10.00 ,206.9 ,9.89,831.0 ,100 ,8.3 
2017-10-6 17:00:00,26757,9.80 ,216.7 ,9.94,831.0 ,100 ,5.9 
2017-10-6 17:15:00,26758,10.40 ,207.0 ,9.89,830.5 ,100 ,5.3 
2017-10-6 17:30:00,26759,10.90 ,180.3 ,9.82,830.0 ,100 ,5.0 
2017-10-6 17:45:00,26760,10.40 ,152.3 ,9.78,830.0 ,100 ,3.4 
2017-10-6 18:00:00,26761,10.10 ,145.7 ,9.80,830.4 ,100 ,4.3 
2017-10-6 18:15:00,26762,9.50 ,156.6 ,9.78,830.8 ,100 ,3.6 
2017-10-6 18:30:00,26763,9.70 ,168.1 ,9.63,830.0 ,100 ,3.4 
2017-10-6 18:45:00,26764,9.60 ,155.2 ,9.57,830.0 ,100 ,6.5 
2017-10-6 19:00:00,26765,9.70 ,165.6 ,9.53,830.0 ,100 ,6.5 
2017-10-6 19:15:00,26766,9.50 ,148.9 ,9.58,830.0 ,100 ,3.4 
2017-10-6 19:30:00,26767,9.90 ,129.7 ,9.75,830.0 ,100 ,1.9 
2017-10-6 19:45:00,26768,10.40 ,147.7 ,9.84,830.0 ,100 ,0.8 
2017-10-6 20:00:00,26769,10.20 ,146.8 ,10.03,829.5 ,100 ,0.1 
2017-10-6 20:15:00,26770,9.80 ,130.9 ,10.46,829.9 ,100 ,0.0 
2017-10-6 20:30:00,26771,9.70 ,141.6 ,10.20,830.0 ,100 ,0.0 
2017-10-6 20:45:00,26772,8.70 ,139.8 ,10.07,830.0 ,100 ,0.4 
2017-10-6 21:00:00,26773,7.80 ,144.9 ,10.10,830.0 ,100 ,0.6 
2017-10-6 21:15:00,26774,7.40 ,148.8 ,10.17,829.3 ,100 ,0.0 
2017-10-6 21:30:00,26775,7.00 ,141.3 ,10.21,829.0 ,100 ,0.0 
2017-10-6 21:45:00,26776,6.70 ,143.1 ,10.24,829.0 ,100 ,0.5 
2017-10-6 22:00:00,26777,7.10 ,137.1 ,10.39,829.0 ,100 ,4.3 
2017-10-6 22:15:00,26778,7.30 ,159.0 ,10.34,829.0 ,100 ,8.1 
2017-10-6 22:30:00,26779,7.80 ,162.8 ,11.40,829.3 ,96 ,15.0 
2017-10-6 22:45:00,26780,7.70 ,153.0 ,11.69,829.0 ,93 ,23.9 
2017-10-6 23:00:00,26781,8.80 ,153.5 ,10.88,829.0 ,99 ,26.1 
2017-10-6 23:15:00,26782,9.60 ,163.1 ,10.30,829.5 ,98 ,44.7 
2017-10-6 23:30:00,26783,8.70 ,150.8 ,8.92,829.7 ,86 ,72.8 
2017-10-6 23:45:00,26784,9.50 ,161.8 ,7.64,830.0 ,85 ,75.3 
2017-10-7 0:00:00,26785,10.20 ,175.4 ,7.28,830.0 ,91 ,71.7 
2017-10-7 0:15:00,26786,9.90 ,171.1 ,7.09,830.0 ,95 ,74.7 
2017-10-7 0:30:00,26787,9.50 ,167.0 ,6.76,829.2 ,97 ,81.4 
2017-10-7 0:45:00,26788,9.50 ,178.0 ,6.35,829.1 ,98 ,73.6 
2017-10-7 1:00:00,26789,9.80 ,175.1 ,6.23,830.0 ,98 ,59.4 
2017-10-7 1:15:00,26790,9.50 ,177.9 ,6.48,830.0 ,99 ,57.8 
2017-10-7 1:30:00,26791,9.30 ,174.5 ,6.43,830.9 ,100 ,67.7 
2017-10-7 1:45:00,26792,8.90 ,181.1 ,6.03,830.9 ,100 ,64.3 
2017-10-7 2:00:00,26793,8.40 ,194.0 ,5.60,831.0 ,100 ,61.7 
2017-10-7 2:15:00,26794,8.70 ,196.1 ,5.15,831.0 ,100 ,54.1 
2017-10-7 2:30:00,26795,8.70 ,190.8 ,5.40,831.0 ,100 ,54.6 
2017-10-7 2:45:00,26796,7.90 ,183.7 ,5.25,831.0 ,99 ,61.2 
2017-10-7 3:00:00,26797,8.50 ,178.5 ,4.92,831.0 ,99 ,75.6 
2017-10-7 3:15:00,26798,9.60 ,167.5 ,5.04,831.0 ,99 ,78.3 
2017-10-7 3:30:00,26799,9.80 ,162.3 ,5.26,831.9 ,99 ,70.8 
2017-10-7 3:45:00,26800,10.60 ,154.6 ,5.43,832.0 ,99 ,65.4 
2017-10-7 4:00:00,26801,11.20 ,154.6 ,5.59,832.0 ,99 ,76.6 
2017-10-7 4:15:00,26802,9.70 ,155.7 ,5.53,832.0 ,100 ,83.9 
2017-10-7 4:30:00,26803,12.50 ,152.2 ,5.62,832.5 ,100 ,86.6 
2017-10-7 4:45:00,26804,11.70 ,156.2 ,5.68,832.9 ,100 ,85.5 
2017-10-7 5:00:00,26805,11.30 ,145.7 ,5.69,832.9 ,100 ,84.7 
2017-10-7 5:15:00,26806,10.60 ,148.8 ,5.66,833.0 ,99 ,83.9 
2017-10-7 5:30:00,26807,9.60 ,153.8 ,5.78,833.0 ,98 ,85.0 
2017-10-7 5:45:00,26808,10.30 ,159.8 ,5.60,833.0 ,99 ,84.1 
2017-10-7 6:00:00,26809,10.50 ,172.1 ,5.45,833.0 ,100 ,83.2 
2017-10-7 6:15:00,26810,10.10 ,155.8 ,5.36,833.0 ,100 ,84.7 
2017-10-7 6:30:00,26811,10.30 ,158.7 ,5.33,833.0 ,100 ,78.4 
2017-10-7 6:45:00,26812,10.70 ,157.2 ,5.27,832.9 ,100 ,74.8 
2017-10-7 7:00:00,26813,10.80 ,159.1 ,5.41,832.1 ,99 ,74.0 
2017-10-7 7:15:00,26814,9.40 ,157.8 ,5.69,832.0 ,98 ,76.3 
2017-10-7 7:30:00,26815,9.30 ,167.8 ,5.55,832.0 ,99 ,77.7 
2017-10-7 7:45:00,26816,8.80 ,156.1 ,5.73,832.0 ,98 ,74.8 
2017-10-7 8:00:00,26817,8.90 ,169.7 ,5.64,832.0 ,98 ,73.8 
2017-10-7 8:15:00,26818,8.40 ,176.8 ,5.75,832.0 ,97 ,71.8 
2017-10-7 8:30:00,26819,7.90 ,179.2 ,5.59,832.0 ,98 ,71.6 
2017-10-7 8:45:00,26820,8.60 ,179.9 ,5.53,832.0 ,99 ,72.6 
2017-10-7 9:00:00,26821,8.80 ,184.1 ,5.82,832.0 ,95 ,65.9 
2017-10-7 9:15:00,26822,9.20 ,182.4 ,5.82,832.0 ,95 ,59.2 
2017-10-7 9:30:00,26823,9.80 ,172.8 ,5.96,832.0 ,94 ,60.6 
2017-10-7 9:45:00,26824,10.10 ,195.7 ,5.98,832.0 ,92 ,59.8 
2017-10-7 10:00:00,26825,9.80 ,179.0 ,5.88,832.0 ,93 ,59.9 
2017-10-7 10:15:00,26826,9.60 ,177.2 ,5.26,832.0 ,98 ,61.1 
2017-10-7 10:30:00,26827,9.60 ,175.6 ,4.98,832.3 ,100 ,62.3 
2017-10-7 10:45:00,26828,9.80 ,188.8 ,4.75,832.0 ,100 ,64.7 
2017-10-7 11:00:00,26829,9.50 ,198.9 ,4.59,832.0 ,100 ,66.9 
2017-10-7 11:15:00,26830,9.50 ,188.4 ,4.56,832.0 ,100 ,63.5 
2017-10-7 11:30:00,26831,9.80 ,181.6 ,4.57,832.0 ,100 ,53.0 
2017-10-7 11:45:00,26832,9.60 ,182.7 ,4.67,832.0 ,100 ,46.1 
2017-10-7 12:00:00,26833,9.40 ,187.2 ,4.73,832.0 ,100 ,42.7 
2017-10-7 12:15:00,26834,9.60 ,184.6 ,4.81,832.0 ,100 ,38.2 
2017-10-7 12:30:00,26835,9.00 ,192.8 ,4.77,832.0 ,100 ,36.3 
2017-10-7 12:45:00,26836,9.00 ,197.9 ,4.76,832.0 ,100 ,37.3 
2017-10-7 13:00:00,26837,8.70 ,187.5 ,4.92,832.0 ,100 ,47.5 
2017-10-7 13:15:00,26838,8.70 ,189.8 ,5.03,832.0 ,100 ,52.8 
2017-10-7 13:30:00,26839,9.50 ,206.5 ,4.98,832.0 ,100 ,45.0 
2017-10-7 13:45:00,26840,9.80 ,181.7 ,4.90,832.3 ,100 ,40.8 
2017-10-7 14:00:00,26841,9.80 ,188.5 ,4.67,832.2 ,100 ,44.2 
2017-10-7 14:15:00,26842,9.50 ,190.4 ,4.46,832.0 ,100 ,50.0 
2017-10-7 14:30:00,26843,9.30 ,195.7 ,4.46,832.4 ,100 ,46.8 
2017-10-7 14:45:00,26844,8.80 ,206.0 ,4.66,832.4 ,100 ,53.0 
2017-10-7 15:00:00,26845,8.80 ,192.5 ,4.61,832.5 ,100 ,55.3 
2017-10-7 15:15:00,26846,8.80 ,205.9 ,4.46,832.0 ,100 ,55.0 
2017-10-7 15:30:00,26847,8.80 ,206.7 ,4.50,832.0 ,99 ,56.4 
2017-10-7 15:45:00,26848,9.00 ,193.6 ,4.64,832.0 ,99 ,53.7 
2017-10-7 16:00:00,26849,8.20 ,190.0 ,4.27,832.0 ,100 ,61.0 
2017-10-7 16:15:00,26850,8.20 ,217.8 ,4.16,832.2 ,100 ,68.2 
2017-10-7 16:30:00,26851,8.30 ,196.6 ,4.01,833.0 ,100 ,73.2 
2017-10-7 16:45:00,26852,8.20 ,192.6 ,3.85,832.4 ,100 ,73.5 
2017-10-7 17:00:00,26853,8.20 ,218.2 ,3.67,832.0 ,100 ,71.9 
2017-10-7 17:15:00,26854,7.40 ,215.9 ,3.54,832.6 ,100 ,78.8 
2017-10-7 17:30:00,26855,7.20 ,186.1 ,3.27,832.0 ,100 ,80.3 
2017-10-7 17:45:00,26856,7.60 ,176.9 ,3.30,832.1 ,100 ,79.3 
2017-10-7 18:00:00,26857,7.40 ,181.3 ,2.97,832.0 ,100 ,82.8 
2017-10-7 18:15:00,26858,7.70 ,188.6 ,2.16,832.5 ,100 ,86.5 
2017-10-7 18:30:00,26859,7.60 ,205.1 ,1.57,833.0 ,100 ,90.3 
2017-10-7 18:45:00,26860,8.10 ,192.1 ,1.61,833.0 ,100 ,89.9 
2017-10-7 19:00:00,26861,8.20 ,191.6 ,1.14,833.0 ,100 ,86.8 
2017-10-7 19:15:00,26862,7.20 ,187.8 ,0.55,833.0 ,100 ,88.2 
2017-10-7 19:30:00,26863,4.70 ,197.8 ,0.45,833.0 ,100 ,91.4 
2017-10-7 19:45:00,26864,5.10 ,183.8 ,0.42,833.0 ,100 ,83.6 
2017-10-7 20:00:00,26865,5.00 ,183.8 ,0.21,833.0 ,100 ,75.2 
2017-10-7 20:15:00,26866,4.90 ,179.8 ,0.11,832.9 ,100 ,75.0 
2017-10-7 20:30:00,26867,5.30 ,151.4 ,-0.10,833.0 ,100 ,74.6 
2017-10-7 20:45:00,26868,4.90 ,153.1 ,-0.42,833.0 ,100 ,74.7 
2017-10-7 21:00:00,26869,5.40 ,145.5 ,-0.59,833.0 ,100 ,77.0 
2017-10-7 21:15:00,26870,5.70 ,146.8 ,-0.59,833.2 ,100 ,80.7 
2017-10-7 21:30:00,26871,6.30 ,161.5 ,-0.55,833.5 ,100 ,78.4 
2017-10-7 21:45:00,26872,6.70 ,151.2 ,-0.57,833.1 ,100 ,73.7 
2017-10-7 22:00:00,26873,6.80 ,155.9 ,-0.63,833.0 ,100 ,72.3 
2017-10-7 22:15:00,26874,6.30 ,148.5 ,-0.74,833.0 ,100 ,61.9 
2017-10-7 22:30:00,26875,5.90 ,149.9 ,-0.67,833.0 ,100 ,66.2 
2017-10-7 22:45:00,26876,6.30 ,152.8 ,-0.60,833.0 ,100 ,65.5 
2017-10-7 23:00:00,26877,6.30 ,148.2 ,-0.60,833.0 ,100 ,60.9 
2017-10-7 23:15:00,26878,6.30 ,148.5 ,-0.60,833.0 ,100 ,61.1 
2017-10-7 23:30:00,26879,6.20 ,179.5 ,-0.60,833.0 ,100 ,52.6 
2017-10-7 23:45:00,26880,6.50 ,152.0 ,-0.60,833.0 ,100 ,55.8 
2017-10-8 0:00:00,26881,6.80 ,146.3 ,-0.60,833.0 ,100 ,57.3 
2017-10-8 0:15:00,26882,6.80 ,143.6 ,-0.60,833.0 ,100 ,53.5 
2017-10-8 0:30:00,26883,6.80 ,130.8 ,-0.60,833.0 ,100 ,46.1 
2017-10-8 0:45:00,26884,6.80 ,129.4 ,-0.60,833.0 ,100 ,44.3 
2017-10-8 1:00:00,26885,6.90 ,124.2 ,-0.60,833.0 ,100 ,40.6 
2017-10-8 1:15:00,26886,7.20 ,121.5 ,-0.60,833.0 ,100 ,43.8 
2017-10-8 1:30:00,26887,7.20 ,135.2 ,-0.60,833.0 ,100 ,46.6 
2017-10-8 1:45:00,26888,7.50 ,282.2 ,-0.60,833.0 ,100 ,55.8 
2017-10-8 2:00:00,26889,7.30 ,46.1 ,-0.60,833.0 ,100 ,54.6 
2017-10-8 2:15:00,26890,7.80 ,3.9 ,-0.60,833.0 ,100 ,45.0 
2017-10-8 2:30:00,26891,7.60 ,33.4 ,-0.60,833.0 ,100 ,47.2 
2017-10-8 2:45:00,26892,7.60 ,39.8 ,-0.60,833.0 ,100 ,49.7 
2017-10-8 3:00:00,26893,7.00 ,62.2 ,-0.60,833.0 ,100 ,46.6 
2017-10-8 3:15:00,26894,7.20 ,73.2 ,-0.60,833.0 ,100 ,40.5 
2017-10-8 3:30:00,26895,6.60 ,63.2 ,-0.60,833.0 ,100 ,38.8 
2017-10-8 3:45:00,26896,6.60 ,66.2 ,-0.60,833.0 ,100 ,38.3 
2017-10-8 4:00:00,26897,6.30 ,61.7 ,-0.60,833.0 ,100 ,34.8 
2017-10-8 4:15:00,26898,6.10 ,121.4 ,-0.60,833.0 ,100 ,38.6 
2017-10-8 4:30:00,26899,6.20 ,143.0 ,-0.60,833.0 ,100 ,38.8 
2017-10-8 4:45:00,26900,6.00 ,149.0 ,-0.60,833.0 ,100 ,38.7 
2017-10-8 5:00:00,26901,5.80 ,142.8 ,-0.60,833.0 ,100 ,25.3 
2017-10-8 5:15:00,26902,5.90 ,144.8 ,-0.60,833.0 ,100 ,19.2 
2017-10-8 5:30:00,26903,5.80 ,143.8 ,-0.60,833.0 ,100 ,22.0 
2017-10-8 5:45:00,26904,6.10 ,158.0 ,-0.60,833.0 ,100 ,21.5 
2017-10-8 6:00:00,26905,6.30 ,166.6 ,-0.60,833.0 ,100 ,20.0 
2017-10-8 6:15:00,26906,6.40 ,167.9 ,-0.60,833.0 ,100 ,22.9 
2017-10-8 6:30:00,26907,7.10 ,165.8 ,-0.60,833.0 ,100 ,23.4 
2017-10-8 6:45:00,26908,7.20 ,176.9 ,-0.60,833.0 ,100 ,21.1 
2017-10-8 7:00:00,26909,7.30 ,187.8 ,-0.60,833.0 ,100 ,15.7 
2017-10-8 7:15:00,26910,6.70 ,182.1 ,-0.60,833.0 ,100 ,13.0 
2017-10-8 7:30:00,26911,6.30 ,165.6 ,-0.60,833.0 ,100 ,10.9 
2017-10-8 7:45:00,26912,6.70 ,181.4 ,-0.60,833.0 ,100 ,6.6 
2017-10-8 8:00:00,26913,6.30 ,177.5 ,-0.60,833.0 ,100 ,5.3 
2017-10-8 8:15:00,26914,6.70 ,181.1 ,-0.60,833.0 ,100 ,5.0 
2017-10-8 8:30:00,26915,7.60 ,180.3 ,-0.60,833.0 ,100 ,4.1 
2017-10-8 8:45:00,26916,8.10 ,176.5 ,-0.60,833.0 ,100 ,2.1 
2017-10-8 9:00:00,26917,7.90 ,169.4 ,-0.60,833.0 ,100 ,1.5 
2017-10-8 9:15:00,26918,7.90 ,178.8 ,-0.60,833.0 ,100 ,2.6 
2017-10-8 9:30:00,26919,8.80 ,175.4 ,-0.60,833.0 ,100 ,3.1 
2017-10-8 9:45:00,26920,9.00 ,175.4 ,-0.60,833.0 ,100 ,3.0 
2017-10-8 10:00:00,26921,8.70 ,166.6 ,-0.60,833.0 ,100 ,2.8 
2017-10-8 10:15:00,26922,7.60 ,176.0 ,-0.60,833.0 ,100 ,2.8 
2017-10-8 10:30:00,26923,7.90 ,188.7 ,-0.60,833.0 ,100 ,3.3 
2017-10-8 10:45:00,26924,7.80 ,172.5 ,-0.60,833.0 ,100 ,5.1 
2017-10-8 11:00:00,26925,7.90 ,172.6 ,-0.60,833.0 ,100 ,4.9 
2017-10-8 11:15:00,26926,7.70 ,181.6 ,-0.60,833.0 ,100 ,2.6 
2017-10-8 11:30:00,26927,7.30 ,181.6 ,-0.60,833.0 ,100 ,1.8 
2017-10-8 11:45:00,26928,7.30 ,182.0 ,-0.60,833.0 ,100 ,2.0 
2017-10-8 12:00:00,26929,8.00 ,192.2 ,-0.60,833.0 ,100 ,3.1 
2017-10-8 12:15:00,26930,8.60 ,194.5 ,-0.60,833.0 ,100 ,2.1 
2017-10-8 12:30:00,26931,7.20 ,197.8 ,-0.60,833.0 ,100 ,1.6 
2017-10-8 12:45:00,26932,6.90 ,206.9 ,-0.60,833.0 ,100 ,1.6 
2017-10-8 13:00:00,26933,6.90 ,201.8 ,-0.60,833.0 ,100 ,1.4 
2017-10-8 13:15:00,26934,6.80 ,201.5 ,-0.60,833.0 ,100 ,1.5 
2017-10-8 13:30:00,26935,6.90 ,220.5 ,-0.60,833.0 ,100 ,2.1 
2017-10-8 13:45:00,26936,6.90 ,194.9 ,-0.60,833.0 ,100 ,2.6 
2017-10-8 14:00:00,26937,7.00 ,208.9 ,-0.60,833.0 ,100 ,2.8 
2017-10-8 14:15:00,26938,5.50 ,199.3 ,-0.60,833.0 ,100 ,3.4 
2017-10-8 14:30:00,26939,5.30 ,206.1 ,-0.60,833.0 ,100 ,3.3 
